signal_id,source_type,category,text,timestamp,incident_group,hour,day_of_week,is_business_hours,source_weight,normalised_text,preprocessed_text
INC-0022-S1,ticket,Deployment Failure,CI/CD pipeline deployment stuck for 15 minutes — manual intervention needed,2024-01-23 02:56:42.040883,INC-0022,2,1,False,0.8,ci/cd pipeline deployment stuck for 15 minutes manual intervention needed,ci/cd pipeline deployment stuck 15 minute manual intervention needed
INC-0022-S0,alert,Deployment Failure,CRITICAL: deployment pipeline 95 failed at stage 41 — rollback triggered,2024-01-23 03:01:13.724446,INC-0022,3,1,False,1.0,deployment pipeline 95 failed at stage 41 rollback triggered,deployment pipeline 95 failed stage 41 rollback triggered
INC-0019-S2,ticket,Network Outage,VPN connection dropping every 10 minutes — unable to work remotely. Additionally: Unexpected admin account created at 07:14 — security team please investigate,2024-01-23 11:38:01.464736,INC-0019,11,1,True,0.8,vpn connection dropping every 10 minutes unable to work remotely additionally unexpected admin account created at TIMEVAL security team please investigate,vpn connection dropping every 10 minute unable work remotely additionally unexpected admin account created TIMEVAL security team please investigate
INC-0019-S1,log,Network Outage,WARN service-mesh Circuit breaker OPEN for 8 services simultaneously,2024-01-23 11:38:24.054995,INC-0019,11,1,True,0.6,service-mesh circuit breaker open for 8 services simultaneously,service-mesh circuit breaker open service simultaneously
INC-0019-S0,alert,Network Outage,WARNING: BGP session dropped with peer 90 — rerouting traffic. Additionally: Memory leak suspected — application slowing down every 10 minutes,2024-01-23 11:44:06.176648,INC-0019,11,1,True,1.0,bgp session dropped with peer 90 rerouting traffic additionally memory leak suspected application slowing down every 10 minutes,bgp session dropped peer 90 rerouting traffic additionally memory leak suspected application slowing down every 10 minute
INC-0043-S2,alert,Security Breach,ALERT: unusual data access pattern — 23GB exported in 20 minutes,2024-01-23 16:38:01.135122,INC-0043,16,1,True,1.0,unusual data access pattern 23gb exported in 20 minutes,unusual data access pattern 23gb exported 20 minute
INC-0043-S0,ticket,Security Breach,User reported receiving password reset email they did not request at 18:27,2024-01-23 16:43:06.397132,INC-0043,16,1,True,0.8,user reported receiving password reset email they did not request at TIMEVAL,user reported receiving password reset email not request TIMEVAL
INC-0043-S1,log,Security Breach,CRITICAL security-monitor Brute force: 24 auth failures from 97 in 20m,2024-01-23 16:47:34.008693,INC-0043,16,1,True,0.6,security-monitor brute force 24 auth failures from 97 in 20m,security-monitor brute force 24 auth failure 97 20m
INC-0025-S1,log,Deployment Failure,WARN rollout-controller Deployment 90 exceeded progress deadline 5m,2024-01-24 01:24:12.628394,INC-0025,1,2,False,0.6,rollout-controller deployment 90 exceeded progress deadline 5m,rollout-controller deployment 90 exceeded progress deadline 5m
INC-0025-S0,ticket,Deployment Failure,CI/CD pipeline deployment stuck for 20 minutes — manual intervention needed,2024-01-24 01:24:50.343348,INC-0025,1,2,False,0.8,ci/cd pipeline deployment stuck for 20 minutes manual intervention needed,ci/cd pipeline deployment stuck 20 minute manual intervention needed
INC-0025-S2,alert,Deployment Failure,CRITICAL: kubernetes rollout failed — 35 pods in CrashLoopBackOff,2024-01-24 01:32:40.475380,INC-0025,1,2,False,1.0,kubernetes rollout failed 35 pods in crashloopbackoff,kubernetes rollout failed 35 pod crashloopbackoff
INC-0048-S1,ticket,Security Breach,Security scanner flagged 11 critical vulnerabilities in production at 15:02. Additionally: CRITICAL: canary deployment showing 8% error rate — halting rollout,2024-01-24 06:36:40.206087,INC-0048,6,2,False,0.8,security scanner flagged 11 critical vulnerabilities in production at TIMEVAL additionally critical canary deployment showing PCTVAL error rate halting rollout,security scanner flagged 11 critical vulnerability production TIMEVAL additionally critical canary deployment showing PCTVAL error rate halting rollout
INC-0048-S2,log,Security Breach,CRITICAL ids-system Port scan detected from external IP 90 at 23:09,2024-01-24 06:39:53.451447,INC-0048,6,2,False,0.6,ids-system port scan detected from external ip 90 at TIMEVAL,ids-system port scan detected external ip 90 TIMEVAL
INC-0048-S0,alert,Security Breach,ALERT: SQL injection pattern detected in 26 requests — WAF blocking,2024-01-24 06:40:06.812701,INC-0048,6,2,False,1.0,sql injection pattern detected in 26 requests waf blocking,sql injection pattern detected 26 request waf blocking
INC-0013-S2,alert,Network Outage,CRITICAL: datacenter east-92 connectivity lost — failover initiated. Additionally: CRITICAL: login_success_rate dropped from 99% to 6% in last 10 minutes,2024-01-24 13:27:40.956137,INC-0013,13,2,True,1.0,datacenter east-92 connectivity lost failover initiated additionally critical login_success_rate dropped from PCTVAL to PCTVAL in last 10 minutes,datacenter east-92 connectivity lost failover initiated additionally critical login_success_rate dropped PCTVAL PCTVAL last 10 minute
INC-0013-S1,log,Network Outage,ERROR tcp-handler Connection reset by peer — 36 retries exhausted. Additionally: WARNING: api_response_time_p99 is 32ms — SLA threshold is 99ms,2024-01-24 13:30:09.568384,INC-0013,13,2,True,0.6,tcp-handler connection reset by peer 36 retries exhausted additionally warning api_response_time_p99 is 32ms sla threshold is 99ms,tcp-handler connection reset peer 36 retries exhausted additionally warning api_response_time_p99 32ms sla threshold 99ms
INC-0013-S0,ticket,Network Outage,Internet connectivity down in office building 93 — no network access,2024-01-24 13:41:48.356857,INC-0013,13,2,True,0.8,internet connectivity down in office building 93 no network access,internet connectivity down office building 93 no network access
INC-0047-S2,alert,Security Breach,ALERT: SQL injection pattern detected in 17 requests — WAF blocking,2024-01-25 14:53:34.578166,INC-0047,14,3,True,1.0,sql injection pattern detected in 17 requests waf blocking,sql injection pattern detected 17 request waf blocking
INC-0047-S0,ticket,Security Breach,User reported receiving password reset email they did not request at 14:34,2024-01-25 14:56:02.894431,INC-0047,14,3,True,0.8,user reported receiving password reset email they did not request at TIMEVAL,user reported receiving password reset email not request TIMEVAL
INC-0047-S1,log,Security Breach,ERROR access-control Unauthorised access to /api/admin/users — blocked at 12:29,2024-01-25 15:09:28.637022,INC-0047,15,3,True,0.6,access-control unauthorised access to /api/admin/users blocked at TIMEVAL,access-control unauthorised access /api/admin/users blocked TIMEVAL
INC-0003-S0,log,Authentication Failure,WARN ldap-connector Authentication bind failed for user pool — retrying. Additionally: Production deployment at 07:55 caused service outage — need rollback,2024-01-25 21:12:48.391888,INC-0003,21,3,False,0.6,ldap-connector authentication bind failed for user pool retrying additionally production deployment at TIMEVAL caused service outage need rollback,ldap-connector authentication bind failed user pool retrying additionally production deployment TIMEVAL caused service outage need rollback
INC-0003-S2,alert,Authentication Failure,ALERT: auth_error_rate exceeded threshold — current value 24% up from baseline 95%,2024-01-25 21:16:57.356477,INC-0003,21,3,False,1.0,auth_error_rate exceeded threshold current value PCTVAL up from baseline PCTVAL,auth_error_rate exceeded threshold current value PCTVAL up baseline PCTVAL
INC-0003-S1,ticket,Authentication Failure,Cannot access internal portal — getting 401 Unauthorized since this morning,2024-01-25 21:31:08.055384,INC-0003,21,3,False,0.8,cannot access internal portal getting NUMVAL unauthorized since this morning,not access internal portal getting NUMVAL unauthorized since morning
INC-0018-S1,alert,Network Outage,CRITICAL: packet_loss_rate 15% on core router — threshold is 95%,2024-01-26 01:11:10.691661,INC-0018,1,4,False,1.0,packet_loss_rate PCTVAL on core router threshold is PCTVAL,packet_loss_rate PCTVAL core router threshold PCTVAL
INC-0018-S0,log,Network Outage,WARN load-balancer upstream 21 of 90 nodes marked unhealthy,2024-01-26 01:17:49.923561,INC-0018,1,4,False,0.6,load-balancer upstream 21 of 90 nodes marked unhealthy,load-balancer upstream 21 90 node marked unhealthy
INC-0018-S2,ticket,Network Outage,API calls to external partners timing out — network issue suspected since 17:56,2024-01-26 01:18:51.047079,INC-0018,1,4,False,0.8,api calls to external partners timing out network issue suspected since TIMEVAL,api call external partner timing network issue suspected since TIMEVAL
INC-0027-S0,ticket,Deployment Failure,CI/CD pipeline deployment stuck for 15 minutes — manual intervention needed,2024-01-26 20:29:36.755877,INC-0027,20,4,False,0.8,ci/cd pipeline deployment stuck for 15 minutes manual intervention needed,ci/cd pipeline deployment stuck 15 minute manual intervention needed
INC-0027-S2,alert,Deployment Failure,ALERT: error_rate spiked to 23% immediately after release v94,2024-01-26 20:30:05.034492,INC-0027,20,4,False,1.0,error_rate spiked to PCTVAL immediately after release VERVAL,error_rate spiked PCTVAL immediately release VERVAL
INC-0027-S1,log,Deployment Failure,WARN rollout-controller Deployment 93 exceeded progress deadline 15m,2024-01-26 20:34:25.123452,INC-0027,20,4,False,0.6,rollout-controller deployment 93 exceeded progress deadline 15m,rollout-controller deployment 93 exceeded progress deadline 15m
INC-0005-S0,log,Authentication Failure,ERROR sso-service Connection refused to identity-provider at 04:15,2024-01-27 13:11:47.200809,INC-0005,13,5,False,0.6,sso-service connection refused to identity-provider at TIMEVAL,sso-service connection refused identity-provider TIMEVAL
INC-0005-S1,ticket,Authentication Failure,VPN authentication failing for remote workers — JWT token expired error,2024-01-27 13:20:45.469199,INC-0005,13,5,False,0.8,vpn authentication failing for remote workers jwt token expired error,vpn authentication failing remote worker jwt token expired error
INC-0005-S2,alert,Authentication Failure,CRITICAL: SSO service returning 401 errors — 25% of requests failing,2024-01-27 13:23:15.041284,INC-0005,13,5,False,1.0,sso service returning NUMVAL errors PCTVAL of requests failing,sso service returning NUMVAL error PCTVAL request failing
INC-0026-S2,log,Deployment Failure,CRITICAL docker-runtime Container exited with code 37 immediately on start,2024-01-28 12:38:41.014330,INC-0026,12,6,False,0.6,docker-runtime container exited with code 37 immediately on start,docker-runtime container exited code 37 immediately start
INC-0026-S0,alert,Deployment Failure,CRITICAL: canary deployment showing 44% error rate — halting rollout,2024-01-28 12:48:40.665405,INC-0026,12,6,False,1.0,canary deployment showing PCTVAL error rate halting rollout,canary deployment showing PCTVAL error rate halting rollout
INC-0026-S1,ticket,Deployment Failure,Deployment to prod failed — application not starting after update at 14:39,2024-01-28 12:57:00.307914,INC-0026,12,6,False,0.8,deployment to prod failed application not starting after update at TIMEVAL,deployment prod failed application not starting update TIMEVAL
INC-0004-S1,alert,Authentication Failure,CRITICAL: login_success_rate dropped from 93% to 4% in last 15 minutes,2024-01-29 02:25:07.974259,INC-0004,2,0,False,1.0,login_success_rate dropped from PCTVAL to PCTVAL in last 15 minutes,login_success_rate dropped PCTVAL PCTVAL last 15 minute
INC-0004-S0,log,Authentication Failure,ERROR oauth2-handler Token expired: issued 10 minutes ago exceeds limit. Additionally: Security scanner flagged 37 critical vulnerabilities in production at 07:43,2024-01-29 02:31:35.115453,INC-0004,2,0,False,0.6,oauth2-handler token expired issued 10 minutes ago exceeds limit additionally security scanner flagged 37 critical vulnerabilities in production at TIMEVAL,oauth2-handler token expired issued 10 minute ago exceeds limit additionally security scanner flagged 37 critical vulnerability production TIMEVAL
INC-0004-S2,ticket,Authentication Failure,Password reset not working — users locked out of system since 22:20,2024-01-29 02:35:57.538240,INC-0004,2,0,False,0.8,password reset not working users locked out of system since TIMEVAL,password reset not working user locked system since TIMEVAL
INC-0014-S1,alert,Network Outage,CRITICAL: datacenter east-95 connectivity lost — failover initiated,2024-01-29 06:02:03.550577,INC-0014,6,0,False,1.0,datacenter east-95 connectivity lost failover initiated,datacenter east-95 connectivity lost failover initiated
INC-0014-S2,ticket,Network Outage,All microservices returning 503 — suspected network partition in cluster,2024-01-29 06:03:35.583547,INC-0014,6,0,False,0.8,all microservices returning NUMVAL suspected network partition in cluster,microservices returning NUMVAL suspected network partition cluster
INC-0014-S0,log,Network Outage,ERROR tcp-handler Connection reset by peer — 7 retries exhausted,2024-01-29 06:11:32.670212,INC-0014,6,0,False,0.6,tcp-handler connection reset by peer 7 retries exhausted,tcp-handler connection reset peer retries exhausted
INC-0044-S1,alert,Security Breach,WARNING: 28 API calls from unrecognised IP range in last 5 minutes. Additionally: CRITICAL docker-runtime Container exited with code 42 immediately on start,2024-01-29 08:43:24.715982,INC-0044,8,0,True,1.0,28 api calls from unrecognised ip range in last 5 minutes additionally critical docker-runtime container exited with code 42 immediately on start,28 api call unrecognised ip range last minute additionally critical docker-runtime container exited code 42 immediately start
INC-0044-S0,log,Security Breach,CRITICAL security-monitor Brute force: 18 auth failures from 95 in 15m. Additionally: WARN query-executor Slow query detected: 44ms for SELECT on orders table,2024-01-29 08:54:05.705774,INC-0044,8,0,True,0.6,security-monitor brute force 18 auth failures from 95 in 15m additionally warn query-executor slow query detected 44ms for select on orders table,security-monitor brute force 18 auth failure 95 15m additionally warn query-executor slow query detected 44ms select order table
INC-0044-S2,ticket,Security Breach,Suspicious login from foreign IP at 06:17 — account may be compromised,2024-01-29 08:55:33.163689,INC-0044,8,0,True,0.8,suspicious login from foreign ip at TIMEVAL account may be compromised,suspicious login foreign ip TIMEVAL account may compromised
INC-0009-S1,alert,Authentication Failure,WARNING: 35 failed authentication attempts detected in 30 minute window,2024-01-30 08:14:13.504920,INC-0009,8,1,True,1.0,35 failed authentication attempts detected in 30 minute window,35 failed authentication attempt detected 30 minute window
INC-0009-S2,ticket,Authentication Failure,Password reset not working — users locked out of system since 23:44,2024-01-30 08:16:43.382049,INC-0009,8,1,True,0.8,password reset not working users locked out of system since TIMEVAL,password reset not working user locked system since TIMEVAL
INC-0009-S0,log,Authentication Failure,WARN ldap-connector Authentication bind failed for user pool — retrying,2024-01-30 08:22:40.513002,INC-0009,8,1,True,0.6,ldap-connector authentication bind failed for user pool retrying,ldap-connector authentication bind failed user pool retrying
INC-0016-S0,log,Network Outage,WARN service-mesh Circuit breaker OPEN for 8 services simultaneously,2024-01-30 14:51:49.537605,INC-0016,14,1,True,0.6,service-mesh circuit breaker open for 8 services simultaneously,service-mesh circuit breaker open service simultaneously
INC-0016-S1,alert,Network Outage,CRITICAL: packet_loss_rate 37% on core router — threshold is 91%. Additionally: ERROR jvm-monitor GC overhead limit exceeded — heap usage 23%,2024-01-30 14:53:33.496901,INC-0016,14,1,True,1.0,packet_loss_rate PCTVAL on core router threshold is PCTVAL additionally error jvm-monitor gc overhead limit exceeded heap usage PCTVAL,packet_loss_rate PCTVAL core router threshold PCTVAL additionally error jvm-monitor gc overhead limit exceeded heap usage PCTVAL
INC-0016-S2,ticket,Network Outage,All microservices returning 503 — suspected network partition in cluster,2024-01-30 15:01:06.214520,INC-0016,15,1,True,0.8,all microservices returning NUMVAL suspected network partition in cluster,microservices returning NUMVAL suspected network partition cluster
INC-0010-S1,ticket,Authentication Failure,Password reset not working — users locked out of system since 07:00. Additionally: CRITICAL: packet_loss_rate 23% on core router — threshold is 90%,2024-01-30 20:32:13.418490,INC-0010,20,1,False,0.8,password reset not working users locked out of system since TIMEVAL additionally critical packet_loss_rate PCTVAL on core router threshold is PCTVAL,password reset not working user locked system since TIMEVAL additionally critical packet_loss_rate PCTVAL core router threshold PCTVAL
INC-0010-S2,alert,Authentication Failure,ALERT: auth_error_rate exceeded threshold — current value 44% up from baseline 94%,2024-01-30 20:43:55.983362,INC-0010,20,1,False,1.0,auth_error_rate exceeded threshold current value PCTVAL up from baseline PCTVAL,auth_error_rate exceeded threshold current value PCTVAL up baseline PCTVAL
INC-0010-S0,log,Authentication Failure,ERROR oauth2-handler Token expired: issued 20 minutes ago exceeds limit. Additionally: WARNING: health checks failing for 39 of 90 new pods after deploy,2024-01-30 20:44:18.014749,INC-0010,20,1,False,0.6,oauth2-handler token expired issued 20 minutes ago exceeds limit additionally warning health checks failing for 39 of 90 new pods after deploy,oauth2-handler token expired issued 20 minute ago exceeds limit additionally warning health check failing 39 90 new pod deploy
